Nome: PALMAS;;;;
Codigo Estacao: A009;;;;
Latitude: -10.14777777;;;;
Longitude: -48.31444444;;;;
Altitude: 267;;;;
Situacao: Operante;;;;
Data Inicial: 2020-01-01;;;;
Data Final: 2023-12-31;;;;
Periodicidade da Medicao: Horaria;;;;
;;;;
Data Medicao;Hora Medicao;TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);;
01/01/2020;0;26,2;;
01/01/2020;100;25,7;;
01/01/2020;200;25,4;;
01/01/2020;300;25,6;;
01/01/2020;400;25,1;;
01/01/2020;500;24,7;;
01/01/2020;600;24,5;;
01/01/2020;700;24,5;;
01/01/2020;800;24,4;;
01/01/2020;900;24,4;;
01/01/2020;1000;24,6;;
01/01/2020;1100;25,3;;
01/01/2020;1200;26,5;;
01/01/2020;1300;27,4;;
01/01/2020;1400;28,5;;
01/01/2020;1500;29,6;;
01/01/2020;1600;29,6;;
01/01/2020;1700;30,8;;
01/01/2020;1800;28;;
01/01/2020;1900;26,3;;
01/01/2020;2000;27,1;;
01/01/2020;2100;26,2;;
01/01/2020;2200;null;;
01/01/2020;2300;null;;
02/01/2020;0;24,1;;
02/01/2020;100;24,1;;
02/01/2020;200;24,3;;
02/01/2020;300;23,7;;
02/01/2020;400;23,7;;
02/01/2020;500;23,6;;
02/01/2020;600;23,6;;
02/01/2020;700;23,6;;
02/01/2020;800;23,8;;
02/01/2020;900;24,3;;
02/01/2020;1000;24,4;;
02/01/2020;1100;26;;
02/01/2020;1200;25,9;;
02/01/2020;1300;28,2;;
02/01/2020;1400;29;;
02/01/2020;1500;30,8;;
02/01/2020;1600;28;;
02/01/2020;1700;27;;
02/01/2020;1800;26,3;;
02/01/2020;1900;23,8;;
02/01/2020;2000;22,8;;
02/01/2020;2100;23,2;;
02/01/2020;2200;null;;
02/01/2020;2300;null;;
03/01/2020;0;23;;
03/01/2020;100;23,2;;
03/01/2020;200;23;;
03/01/2020;300;22,9;;
03/01/2020;400;22,8;;
03/01/2020;500;22,7;;
03/01/2020;600;22,7;;
03/01/2020;700;22,5;;
03/01/2020;800;22,4;;
03/01/2020;900;22,6;;
03/01/2020;1000;23,9;;
03/01/2020;1100;25,6;;
03/01/2020;1200;26,3;;
03/01/2020;1300;27,2;;
03/01/2020;1400;28,2;;
03/01/2020;1500;29,5;;
03/01/2020;1600;29,6;;
03/01/2020;1700;29,5;;
03/01/2020;1800;25,2;;
03/01/2020;1900;24,2;;
03/01/2020;2000;24,6;;
03/01/2020;2100;24,6;;
03/01/2020;2200;null;;
03/01/2020;2300;null;;
04/01/2020;0;24;;
04/01/2020;100;23,7;;
04/01/2020;200;23,3;;
04/01/2020;300;23,4;;
04/01/2020;400;23,3;;
04/01/2020;500;23,2;;
04/01/2020;600;23,2;;
04/01/2020;700;23,1;;
04/01/2020;800;23,1;;
04/01/2020;900;23;;
04/01/2020;1000;23,1;;
04/01/2020;1100;23,2;;
04/01/2020;1200;23,5;;
04/01/2020;1300;25,7;;
04/01/2020;1400;26,6;;
04/01/2020;1500;28,5;;
04/01/2020;1600;26,4;;
04/01/2020;1700;29,3;;
04/01/2020;1800;24,6;;
04/01/2020;1900;24,6;;
04/01/2020;2000;25,3;;
04/01/2020;2100;23,2;;
04/01/2020;2200;null;;
04/01/2020;2300;null;;
05/01/2020;0;null;;
05/01/2020;100;22,4;;
05/01/2020;200;22,3;;
05/01/2020;300;22,5;;
05/01/2020;400;22,5;;
05/01/2020;500;22,5;;
05/01/2020;600;22,5;;
05/01/2020;700;22,4;;
05/01/2020;800;22,4;;
05/01/2020;900;22,5;;
05/01/2020;1000;23;;
05/01/2020;1100;23,9;;
05/01/2020;1200;23,9;;
05/01/2020;1300;24,4;;
05/01/2020;1400;26;;
05/01/2020;1500;26,9;;
05/01/2020;1600;27,6;;
05/01/2020;1700;28,1;;
05/01/2020;1800;29,3;;
05/01/2020;1900;27,7;;
05/01/2020;2000;28,3;;
05/01/2020;2100;27,5;;
05/01/2020;2200;26,8;;
05/01/2020;2300;null;;
06/01/2020;0;25,5;;
06/01/2020;100;25;;
06/01/2020;200;24,5;;
06/01/2020;300;24,1;;
06/01/2020;400;24;;
06/01/2020;500;23,6;;
06/01/2020;600;23,5;;
06/01/2020;700;23,4;;
06/01/2020;800;23,4;;
06/01/2020;900;23,7;;
06/01/2020;1000;23,9;;
06/01/2020;1100;24,8;;
06/01/2020;1200;26,7;;
06/01/2020;1300;27,8;;
06/01/2020;1400;27,7;;
06/01/2020;1500;29;;
06/01/2020;1600;29,3;;
06/01/2020;1700;26,8;;
06/01/2020;1800;22,8;;
06/01/2020;1900;23,1;;
06/01/2020;2000;22,7;;
06/01/2020;2100;22,1;;
06/01/2020;2200;null;;
06/01/2020;2300;null;;
07/01/2020;0;null;;
07/01/2020;100;21,8;;
07/01/2020;200;22,2;;
07/01/2020;300;22;;
07/01/2020;400;22;;
07/01/2020;500;21,9;;
07/01/2020;600;21,8;;
07/01/2020;700;21,9;;
07/01/2020;800;22;;
07/01/2020;900;22;;
07/01/2020;1000;22,6;;
07/01/2020;1100;23,7;;
07/01/2020;1200;26;;
07/01/2020;1300;28,5;;
07/01/2020;1400;29;;
07/01/2020;1500;30;;
07/01/2020;1600;30,5;;
07/01/2020;1700;31,9;;
07/01/2020;1800;31,9;;
07/01/2020;1900;30,2;;
07/01/2020;2000;32;;
07/01/2020;2100;31,9;;
07/01/2020;2200;29,4;;
07/01/2020;2300;null;;
08/01/2020;0;null;;
08/01/2020;100;25,7;;
08/01/2020;200;24,5;;
08/01/2020;300;24,4;;
08/01/2020;400;25;;
08/01/2020;500;24,7;;
08/01/2020;600;24,7;;
08/01/2020;700;24,2;;
08/01/2020;800;24,1;;
08/01/2020;900;24,2;;
08/01/2020;1000;24,3;;
08/01/2020;1100;24,9;;
08/01/2020;1200;25,9;;
08/01/2020;1300;28,1;;
08/01/2020;1400;28,1;;
08/01/2020;1500;30,9;;
08/01/2020;1600;30,6;;
08/01/2020;1700;25;;
08/01/2020;1800;26,8;;
08/01/2020;1900;27,8;;
08/01/2020;2000;27,5;;
08/01/2020;2100;27,7;;
08/01/2020;2200;26,2;;
08/01/2020;2300;null;;
09/01/2020;0;24,6;;
09/01/2020;100;24,1;;
09/01/2020;200;24;;
09/01/2020;300;23,9;;
09/01/2020;400;23,8;;
09/01/2020;500;23,9;;
09/01/2020;600;24,1;;
09/01/2020;700;23,8;;
09/01/2020;800;23,3;;
09/01/2020;900;23,2;;
09/01/2020;1000;23,8;;
09/01/2020;1100;25,5;;
09/01/2020;1200;26,5;;
09/01/2020;1300;24,2;;
09/01/2020;1400;25,5;;
09/01/2020;1500;27,2;;
09/01/2020;1600;23,4;;
09/01/2020;1700;22,8;;
09/01/2020;1800;23,2;;
09/01/2020;1900;24,8;;
09/01/2020;2000;26;;
09/01/2020;2100;25,5;;
09/01/2020;2200;null;;
09/01/2020;2300;null;;
10/01/2020;0;23,9;;
10/01/2020;100;24;;
10/01/2020;200;23,6;;
10/01/2020;300;23,6;;
10/01/2020;400;23,4;;
10/01/2020;500;23,2;;
10/01/2020;600;23;;
10/01/2020;700;22,3;;
10/01/2020;800;22,1;;
10/01/2020;900;21,8;;
10/01/2020;1000;23,1;;
10/01/2020;1100;26,9;;
10/01/2020;1200;27,4;;
10/01/2020;1300;28,6;;
10/01/2020;1400;29,9;;
10/01/2020;1500;31,4;;
10/01/2020;1600;31,1;;
10/01/2020;1700;32,6;;
10/01/2020;1800;27,7;;
10/01/2020;1900;25,9;;
10/01/2020;2000;29,6;;
10/01/2020;2100;29,9;;
10/01/2020;2200;null;;
10/01/2020;2300;null;;
11/01/2020;0;null;;
11/01/2020;100;25,5;;
11/01/2020;200;24,8;;
11/01/2020;300;24,6;;
11/01/2020;400;24,3;;
11/01/2020;500;24,6;;
11/01/2020;600;24,2;;
11/01/2020;700;24;;
11/01/2020;800;23,4;;
11/01/2020;900;23,4;;
11/01/2020;1000;25,5;;
11/01/2020;1100;27,6;;
11/01/2020;1200;28,9;;
11/01/2020;1300;29,9;;
11/01/2020;1400;25,1;;
11/01/2020;1500;28,4;;
11/01/2020;1600;30,2;;
11/01/2020;1700;30,7;;
11/01/2020;1800;27,1;;
11/01/2020;1900;27,8;;
11/01/2020;2000;27,6;;
11/01/2020;2100;27;;
11/01/2020;2200;25,8;;
11/01/2020;2300;null;;
12/01/2020;0;null;;
12/01/2020;100;24,1;;
12/01/2020;200;24;;
12/01/2020;300;23,7;;
12/01/2020;400;24;;
12/01/2020;500;24,1;;
12/01/2020;600;23,6;;
12/01/2020;700;23,4;;
12/01/2020;800;23,2;;
12/01/2020;900;23,2;;
12/01/2020;1000;24;;
12/01/2020;1100;26,7;;
12/01/2020;1200;28,6;;
12/01/2020;1300;28,8;;
12/01/2020;1400;30,4;;
12/01/2020;1500;29,6;;
12/01/2020;1600;29,4;;
12/01/2020;1700;29,9;;
12/01/2020;1800;32,9;;
12/01/2020;1900;31,6;;
12/01/2020;2000;24,7;;
12/01/2020;2100;26,5;;
12/01/2020;2200;26,6;;
12/01/2020;2300;null;;
13/01/2020;0;null;;
13/01/2020;100;23,9;;
13/01/2020;200;23,1;;
13/01/2020;300;22,9;;
13/01/2020;400;22,7;;
13/01/2020;500;22,6;;
13/01/2020;600;22,6;;
13/01/2020;700;22,6;;
13/01/2020;800;23;;
13/01/2020;900;22,4;;
13/01/2020;1000;24;;
13/01/2020;1100;25,8;;
13/01/2020;1200;26,9;;
13/01/2020;1300;28,2;;
13/01/2020;1400;29,6;;
13/01/2020;1500;29,7;;
13/01/2020;1600;31,2;;
13/01/2020;1700;29,3;;
13/01/2020;1800;31,4;;
13/01/2020;1900;30,8;;
13/01/2020;2000;32,2;;
13/01/2020;2100;31,3;;
13/01/2020;2200;28,5;;
13/01/2020;2300;null;;
14/01/2020;0;null;;
14/01/2020;100;24,9;;
14/01/2020;200;22,9;;
14/01/2020;300;22,7;;
14/01/2020;400;22,5;;
14/01/2020;500;22,3;;
14/01/2020;600;22,1;;
14/01/2020;700;21,6;;
14/01/2020;800;22;;
14/01/2020;900;22,4;;
14/01/2020;1000;22,7;;
14/01/2020;1100;26,4;;
14/01/2020;1200;27,4;;
14/01/2020;1300;29,6;;
14/01/2020;1400;29,1;;
14/01/2020;1500;30,9;;
14/01/2020;1600;32,2;;
14/01/2020;1700;32,8;;
14/01/2020;1800;33,6;;
14/01/2020;1900;34,2;;
14/01/2020;2000;32,4;;
14/01/2020;2100;30,4;;
14/01/2020;2200;26;;
14/01/2020;2300;null;;
15/01/2020;0;26,7;;
15/01/2020;100;26;;
15/01/2020;200;24,2;;
15/01/2020;300;24,5;;
15/01/2020;400;23,7;;
15/01/2020;500;23,4;;
15/01/2020;600;23,7;;
15/01/2020;700;23,1;;
15/01/2020;800;22,6;;
15/01/2020;900;22,7;;
15/01/2020;1000;23,5;;
15/01/2020;1100;25,9;;
15/01/2020;1200;27,5;;
15/01/2020;1300;30,1;;
15/01/2020;1400;32,4;;
15/01/2020;1500;33,5;;
15/01/2020;1600;28,3;;
15/01/2020;1700;35;;
15/01/2020;1800;23,6;;
15/01/2020;1900;25,6;;
15/01/2020;2000;28,8;;
15/01/2020;2100;27,6;;
15/01/2020;2200;null;;
15/01/2020;2300;null;;
16/01/2020;0;null;;
16/01/2020;100;24,6;;
16/01/2020;200;24,6;;
16/01/2020;300;24,6;;
16/01/2020;400;24,6;;
16/01/2020;500;24,6;;
16/01/2020;600;24;;
16/01/2020;700;23,6;;
16/01/2020;800;23,8;;
16/01/2020;900;23,7;;
16/01/2020;1000;24,1;;
16/01/2020;1100;27,1;;
16/01/2020;1200;29,7;;
16/01/2020;1300;31;;
16/01/2020;1400;31,6;;
16/01/2020;1500;32,8;;
16/01/2020;1600;32,1;;
16/01/2020;1700;31;;
16/01/2020;1800;33,5;;
16/01/2020;1900;33,9;;
16/01/2020;2000;33,8;;
16/01/2020;2100;32,7;;
16/01/2020;2200;29,5;;
16/01/2020;2300;null;;
17/01/2020;0;27,7;;
17/01/2020;100;27,9;;
17/01/2020;200;27,7;;
17/01/2020;300;26,6;;
17/01/2020;400;26,6;;
17/01/2020;500;25,6;;
17/01/2020;600;25,3;;
17/01/2020;700;25,2;;
17/01/2020;800;24,6;;
17/01/2020;900;24,5;;
17/01/2020;1000;25,4;;
17/01/2020;1100;28,3;;
17/01/2020;1200;30,3;;
17/01/2020;1300;31,4;;
17/01/2020;1400;31,8;;
17/01/2020;1500;32,1;;
17/01/2020;1600;26,5;;
17/01/2020;1700;33,5;;
17/01/2020;1800;32,3;;
17/01/2020;1900;31,1;;
17/01/2020;2000;28,8;;
17/01/2020;2100;28,2;;
17/01/2020;2200;null;;
17/01/2020;2300;null;;
18/01/2020;0;27,3;;
18/01/2020;100;26,6;;
18/01/2020;200;26,2;;
18/01/2020;300;25,2;;
18/01/2020;400;25,2;;
18/01/2020;500;24,6;;
18/01/2020;600;24,3;;
18/01/2020;700;24,7;;
18/01/2020;800;24,2;;
18/01/2020;900;23,7;;
18/01/2020;1000;24,7;;
18/01/2020;1100;28,3;;
18/01/2020;1200;30,3;;
18/01/2020;1300;31;;
18/01/2020;1400;33,4;;
18/01/2020;1500;33,4;;
18/01/2020;1600;34,7;;
18/01/2020;1700;35,4;;
18/01/2020;1800;32,2;;
18/01/2020;1900;31,6;;
18/01/2020;2000;34,5;;
18/01/2020;2100;32,4;;
18/01/2020;2200;null;;
18/01/2020;2300;null;;
19/01/2020;0;29,1;;
19/01/2020;100;25,2;;
19/01/2020;200;23,6;;
19/01/2020;300;23,5;;
19/01/2020;400;24,4;;
19/01/2020;500;25,9;;
19/01/2020;600;24,6;;
19/01/2020;700;23,7;;
19/01/2020;800;24,1;;
19/01/2020;900;23,8;;
19/01/2020;1000;23,9;;
19/01/2020;1100;26,1;;
19/01/2020;1200;26;;
19/01/2020;1300;28;;
19/01/2020;1400;29,4;;
19/01/2020;1500;30;;
19/01/2020;1600;31,6;;
19/01/2020;1700;32;;
19/01/2020;1800;33;;
19/01/2020;1900;32,5;;
19/01/2020;2000;32,2;;
19/01/2020;2100;22,8;;
19/01/2020;2200;null;;
19/01/2020;2300;null;;
20/01/2020;0;null;;
20/01/2020;100;24,2;;
20/01/2020;200;25;;
20/01/2020;300;24,6;;
20/01/2020;400;24,4;;
20/01/2020;500;23,3;;
20/01/2020;600;23,3;;
20/01/2020;700;23,4;;
20/01/2020;800;23,7;;
20/01/2020;900;23,7;;
20/01/2020;1000;23,7;;
20/01/2020;1100;24,6;;
20/01/2020;1200;25,7;;
20/01/2020;1300;27,8;;
20/01/2020;1400;28,8;;
20/01/2020;1500;31,6;;
20/01/2020;1600;31,7;;
20/01/2020;1700;31,5;;
20/01/2020;1800;25,2;;
20/01/2020;1900;29,7;;
20/01/2020;2000;31,8;;
20/01/2020;2100;28,6;;
20/01/2020;2200;27,3;;
20/01/2020;2300;null;;
21/01/2020;0;25,4;;
21/01/2020;100;24,8;;
21/01/2020;200;25,2;;
21/01/2020;300;24,4;;
21/01/2020;400;24,6;;
21/01/2020;500;24,5;;
21/01/2020;600;23,9;;
21/01/2020;700;23,6;;
21/01/2020;800;23,2;;
21/01/2020;900;23,2;;
21/01/2020;1000;24,3;;
21/01/2020;1100;27,5;;
21/01/2020;1200;28,9;;
21/01/2020;1300;29,9;;
21/01/2020;1400;31,4;;
21/01/2020;1500;32,4;;
21/01/2020;1600;33,2;;
21/01/2020;1700;33,8;;
21/01/2020;1800;33,1;;
21/01/2020;1900;34,3;;
21/01/2020;2000;32,2;;
21/01/2020;2100;29,4;;
21/01/2020;2200;null;;
21/01/2020;2300;null;;
22/01/2020;0;27,1;;
22/01/2020;100;26,1;;
22/01/2020;200;27,1;;
22/01/2020;300;25,8;;
22/01/2020;400;25,7;;
22/01/2020;500;25,6;;
22/01/2020;600;25,3;;
22/01/2020;700;25,3;;
22/01/2020;800;24,6;;
22/01/2020;900;24,9;;
22/01/2020;1000;25,5;;
22/01/2020;1100;26,2;;
22/01/2020;1200;27,1;;
22/01/2020;1300;27,4;;
22/01/2020;1400;28,6;;
22/01/2020;1500;28,7;;
22/01/2020;1600;25,6;;
22/01/2020;1700;26,3;;
22/01/2020;1800;26,1;;
22/01/2020;1900;24,7;;
22/01/2020;2000;23,1;;
22/01/2020;2100;23,7;;
22/01/2020;2200;null;;
22/01/2020;2300;null;;
23/01/2020;0;23,8;;
23/01/2020;100;23,4;;
23/01/2020;200;23,4;;
23/01/2020;300;23,4;;
23/01/2020;400;23,3;;
23/01/2020;500;22,9;;
23/01/2020;600;22,7;;
23/01/2020;700;22,6;;
23/01/2020;800;22,7;;
23/01/2020;900;22,9;;
23/01/2020;1000;22,8;;
23/01/2020;1100;23,4;;
23/01/2020;1200;23,4;;
23/01/2020;1300;23,9;;
23/01/2020;1400;25,7;;
23/01/2020;1500;26,8;;
23/01/2020;1600;28,3;;
23/01/2020;1700;29,7;;
23/01/2020;1800;29,6;;
23/01/2020;1900;25,3;;
23/01/2020;2000;25,7;;
23/01/2020;2100;25,3;;
23/01/2020;2200;null;;
23/01/2020;2300;null;;
24/01/2020;0;null;;
24/01/2020;100;23,7;;
24/01/2020;200;23,6;;
24/01/2020;300;23,3;;
24/01/2020;400;22,8;;
24/01/2020;500;22,6;;
24/01/2020;600;22,3;;
24/01/2020;700;22,4;;
24/01/2020;800;22,3;;
24/01/2020;900;22,4;;
24/01/2020;1000;22,8;;
24/01/2020;1100;23,2;;
24/01/2020;1200;24,4;;
24/01/2020;1300;25;;
24/01/2020;1400;25,6;;
24/01/2020;1500;26,6;;
24/01/2020;1600;25;;
24/01/2020;1700;25,4;;
24/01/2020;1800;25,6;;
24/01/2020;1900;26;;
24/01/2020;2000;25,9;;
24/01/2020;2100;25,2;;
24/01/2020;2200;24,9;;
24/01/2020;2300;null;;
25/01/2020;0;null;;
25/01/2020;100;24,5;;
25/01/2020;200;24,7;;
25/01/2020;300;25,6;;
25/01/2020;400;24,7;;
25/01/2020;500;24,9;;
25/01/2020;600;24,4;;
25/01/2020;700;24,4;;
25/01/2020;800;24;;
25/01/2020;900;23,8;;
25/01/2020;1000;24,3;;
25/01/2020;1100;26,4;;
25/01/2020;1200;28,3;;
25/01/2020;1300;29,1;;
25/01/2020;1400;29,7;;
25/01/2020;1500;30,1;;
25/01/2020;1600;31,3;;
25/01/2020;1700;32,1;;
25/01/2020;1800;32;;
25/01/2020;1900;23,6;;
25/01/2020;2000;26,4;;
25/01/2020;2100;26,6;;
25/01/2020;2200;26,2;;
25/01/2020;2300;null;;
26/01/2020;0;25,3;;
26/01/2020;100;24,7;;
26/01/2020;200;24,3;;
26/01/2020;300;24,6;;
26/01/2020;400;24,1;;
26/01/2020;500;24;;
26/01/2020;600;23,6;;
26/01/2020;700;23,5;;
26/01/2020;800;23,2;;
26/01/2020;900;23,3;;
26/01/2020;1000;23,6;;
26/01/2020;1100;24,5;;
26/01/2020;1200;26,2;;
26/01/2020;1300;27,7;;
26/01/2020;1400;30,5;;
26/01/2020;1500;31,4;;
26/01/2020;1600;31,3;;
26/01/2020;1700;32,4;;
26/01/2020;1800;33,2;;
26/01/2020;1900;33;;
26/01/2020;2000;32,8;;
26/01/2020;2100;31,6;;
26/01/2020;2200;null;;
26/01/2020;2300;null;;
27/01/2020;0;27,1;;
27/01/2020;100;24,5;;
27/01/2020;200;24,5;;
27/01/2020;300;22,8;;
27/01/2020;400;23,2;;
27/01/2020;500;23,1;;
27/01/2020;600;23,2;;
27/01/2020;700;23,3;;
27/01/2020;800;23,4;;
27/01/2020;900;23;;
27/01/2020;1000;23,2;;
27/01/2020;1100;23,5;;
27/01/2020;1200;24,1;;
27/01/2020;1300;25,8;;
27/01/2020;1400;26,2;;
27/01/2020;1500;27,5;;
27/01/2020;1600;28,5;;
27/01/2020;1700;29,1;;
27/01/2020;1800;27,9;;
27/01/2020;1900;23,6;;
27/01/2020;2000;23,6;;
27/01/2020;2100;24,4;;
27/01/2020;2200;null;;
27/01/2020;2300;null;;
28/01/2020;0;23,8;;
28/01/2020;100;23,9;;
28/01/2020;200;23,8;;
28/01/2020;300;23,8;;
28/01/2020;400;23,6;;
28/01/2020;500;23,4;;
28/01/2020;600;23,1;;
28/01/2020;700;22,9;;
28/01/2020;800;22,6;;
28/01/2020;900;22,3;;
28/01/2020;1000;22,8;;
28/01/2020;1100;23,4;;
28/01/2020;1200;23,7;;
28/01/2020;1300;26,5;;
28/01/2020;1400;28,5;;
28/01/2020;1500;27,8;;
28/01/2020;1600;28,7;;
28/01/2020;1700;29,1;;
28/01/2020;1800;29,1;;
28/01/2020;1900;30,1;;
28/01/2020;2000;29,9;;
28/01/2020;2100;29,1;;
28/01/2020;2200;null;;
28/01/2020;2300;null;;
29/01/2020;0;25,6;;
29/01/2020;100;25,2;;
29/01/2020;200;24,7;;
29/01/2020;300;24,4;;
29/01/2020;400;24,3;;
29/01/2020;500;24,8;;
29/01/2020;600;24,4;;
29/01/2020;700;24;;
29/01/2020;800;23,9;;
29/01/2020;900;23,7;;
29/01/2020;1000;24,2;;
29/01/2020;1100;26,4;;
29/01/2020;1200;28,2;;
29/01/2020;1300;29,4;;
29/01/2020;1400;29,1;;
29/01/2020;1500;28,1;;
29/01/2020;1600;29,9;;
29/01/2020;1700;29,8;;
29/01/2020;1800;30,7;;
29/01/2020;1900;30,6;;
29/01/2020;2000;25,8;;
29/01/2020;2100;26,6;;
29/01/2020;2200;null;;
29/01/2020;2300;null;;
30/01/2020;0;26;;
30/01/2020;100;25,5;;
30/01/2020;200;25,1;;
30/01/2020;300;24,9;;
30/01/2020;400;24,6;;
30/01/2020;500;24,2;;
30/01/2020;600;23,6;;
30/01/2020;700;23,3;;
30/01/2020;800;22,8;;
30/01/2020;900;22,9;;
30/01/2020;1000;23,2;;
30/01/2020;1100;25,5;;
30/01/2020;1200;27,5;;
30/01/2020;1300;29,8;;
30/01/2020;1400;31,1;;
30/01/2020;1500;31,8;;
30/01/2020;1600;30,8;;
30/01/2020;1700;32,1;;
30/01/2020;1800;33,7;;
30/01/2020;1900;33,9;;
30/01/2020;2000;32,2;;
30/01/2020;2100;30,9;;
30/01/2020;2200;null;;
30/01/2020;2300;null;;
31/01/2020;0;27,6;;
31/01/2020;100;26,9;;
31/01/2020;200;26,8;;
31/01/2020;300;25,8;;
31/01/2020;400;25,7;;
31/01/2020;500;25,6;;
31/01/2020;600;24,2;;
31/01/2020;700;23,7;;
31/01/2020;800;23,9;;
31/01/2020;900;23,5;;
31/01/2020;1000;23,7;;
31/01/2020;1100;26,7;;
31/01/2020;1200;28,5;;
31/01/2020;1300;30,4;;
31/01/2020;1400;32,5;;
31/01/2020;1500;33,3;;
31/01/2020;1600;33,4;;
31/01/2020;1700;34,5;;
31/01/2020;1800;34,8;;
31/01/2020;1900;35,1;;
31/01/2020;2000;34,2;;
31/01/2020;2100;31,9;;
31/01/2020;2200;null;;
31/01/2020;2300;null;;
01/02/2020;0;28;;
01/02/2020;100;27,7;;
01/02/2020;200;27;;
01/02/2020;300;26,4;;
01/02/2020;400;26,4;;
01/02/2020;500;26,5;;
01/02/2020;600;26,1;;
01/02/2020;700;25,8;;
01/02/2020;800;25,4;;
01/02/2020;900;24,7;;
01/02/2020;1000;25;;
01/02/2020;1100;25,5;;
01/02/2020;1200;25,3;;
01/02/2020;1300;29,3;;
01/02/2020;1400;29,7;;
01/02/2020;1500;29,6;;
01/02/2020;1600;31,7;;
01/02/2020;1700;31;;
01/02/2020;1800;32,4;;
01/02/2020;1900;31,8;;
01/02/2020;2000;30,3;;
01/02/2020;2100;28,9;;
01/02/2020;2200;null;;
01/02/2020;2300;null;;
02/02/2020;0;26,1;;
02/02/2020;100;25,3;;
02/02/2020;200;25,5;;
02/02/2020;300;25,2;;
02/02/2020;400;24,9;;
02/02/2020;500;24,5;;
02/02/2020;600;24,1;;
02/02/2020;700;24,3;;
02/02/2020;800;23,7;;
02/02/2020;900;23,8;;
02/02/2020;1000;25;;
02/02/2020;1100;26,8;;
02/02/2020;1200;27,2;;
02/02/2020;1300;28,7;;
02/02/2020;1400;29,6;;
02/02/2020;1500;28,7;;
02/02/2020;1600;25,4;;
02/02/2020;1700;28,9;;
02/02/2020;1800;29,9;;
02/02/2020;1900;30,5;;
02/02/2020;2000;30,4;;
02/02/2020;2100;28,9;;
02/02/2020;2200;null;;
02/02/2020;2300;null;;
03/02/2020;0;null;;
03/02/2020;100;25;;
03/02/2020;200;25,8;;
03/02/2020;300;25,4;;
03/02/2020;400;24,6;;
03/02/2020;500;24,3;;
03/02/2020;600;22,4;;
03/02/2020;700;23;;
03/02/2020;800;23,1;;
03/02/2020;900;22,1;;
03/02/2020;1000;22,9;;
03/02/2020;1100;27,8;;
03/02/2020;1200;29,6;;
03/02/2020;1300;30,5;;
03/02/2020;1400;31,2;;
03/02/2020;1500;22,2;;
03/02/2020;1600;23,3;;
03/02/2020;1700;25;;
03/02/2020;1800;27,8;;
03/02/2020;1900;26,3;;
03/02/2020;2000;27,6;;
03/02/2020;2100;26,4;;
03/02/2020;2200;25,4;;
03/02/2020;2300;null;;
04/02/2020;0;null;;
04/02/2020;100;23,8;;
04/02/2020;200;25,2;;
04/02/2020;300;24,9;;
04/02/2020;400;24,7;;
04/02/2020;500;23,4;;
04/02/2020;600;23,3;;
04/02/2020;700;22,6;;
04/02/2020;800;22;;
04/02/2020;900;21,9;;
04/02/2020;1000;22,1;;
04/02/2020;1100;23;;
04/02/2020;1200;25,9;;
04/02/2020;1300;27,8;;
04/02/2020;1400;29,9;;
04/02/2020;1500;30,3;;
04/02/2020;1600;30,8;;
04/02/2020;1700;31,4;;
04/02/2020;1800;30,8;;
04/02/2020;1900;26,8;;
04/02/2020;2000;27,8;;
04/02/2020;2100;27,5;;
04/02/2020;2200;26,4;;
04/02/2020;2300;null;;
05/02/2020;0;25,7;;
05/02/2020;100;25,7;;
05/02/2020;200;25,1;;
05/02/2020;300;24,6;;
05/02/2020;400;24,3;;
05/02/2020;500;23,8;;
05/02/2020;600;23,7;;
05/02/2020;700;23,6;;
05/02/2020;800;23,6;;
05/02/2020;900;24;;
05/02/2020;1000;24;;
05/02/2020;1100;26,2;;
05/02/2020;1200;28,3;;
05/02/2020;1300;28,8;;
05/02/2020;1400;29,5;;
05/02/2020;1500;25,8;;
05/02/2020;1600;28,7;;
05/02/2020;1700;23,2;;
05/02/2020;1800;23,8;;
05/02/2020;1900;25,3;;
05/02/2020;2000;25,2;;
05/02/2020;2100;24,9;;
05/02/2020;2200;null;;
05/02/2020;2300;null;;
06/02/2020;0;23,6;;
06/02/2020;100;23,4;;
06/02/2020;200;23,5;;
06/02/2020;300;23,1;;
06/02/2020;400;22,9;;
06/02/2020;500;22,9;;
06/02/2020;600;22,8;;
06/02/2020;700;22,7;;
06/02/2020;800;22,7;;
06/02/2020;900;22,3;;
06/02/2020;1000;23;;
06/02/2020;1100;24,7;;
06/02/2020;1200;25,2;;
06/02/2020;1300;26,3;;
06/02/2020;1400;28;;
06/02/2020;1500;29,5;;
06/02/2020;1600;29,6;;
06/02/2020;1700;30,6;;
06/02/2020;1800;30,3;;
06/02/2020;1900;31,6;;
06/02/2020;2000;29,5;;
06/02/2020;2100;28,1;;
06/02/2020;2200;null;;
06/02/2020;2300;null;;
07/02/2020;0;26,7;;
07/02/2020;100;26,5;;
07/02/2020;200;25,7;;
07/02/2020;300;26;;
07/02/2020;400;25,1;;
07/02/2020;500;24,3;;
07/02/2020;600;24,5;;
07/02/2020;700;24,8;;
07/02/2020;800;24;;
07/02/2020;900;23,9;;
07/02/2020;1000;23,1;;
07/02/2020;1100;23;;
07/02/2020;1200;23,1;;
07/02/2020;1300;24,3;;
07/02/2020;1400;24,7;;
07/02/2020;1500;25,7;;
07/02/2020;1600;23,6;;
